id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2016-1,2016-01-08,000001,Vente,40000,77,,RUE TONY REVILLON,0560,01750,01370,Saint-Laurent-sur-Saône,01,,,013700000A0253,,,4,41.55,,,,,,,,,1,2,Appartement,50,2,,,,,,4.840606,46.304486
2016-2,2016-01-11,000001,Vente,1677,,,LES BROTTEAUX,B011,01160,01430,Varambon,01,,,014300000C1043,,,,,,,,,,,,,0,,,,,L,landes,,,1486,5.322464,46.041159
2016-2,2016-01-11,000001,Vente,1677,,,LES BROTTEAUX,B011,01160,01430,Varambon,01,,,014300000C1157,,,,,,,,,,,,,0,,,,,L,landes,,,3904,5.317038,46.033713
2016-2,2016-01-11,000001,Vente,1677,,,LES BROTTEAUX,B011,01160,01430,Varambon,01,,,014300000C1159,,,,,,,,,,,,,0,,,,,L,landes,,,1779,5.324177,46.041343
2016-2,2016-01-11,000001,Vente,1677,5246,,LES BROTTEAUX,B011,01160,01430,Varambon,01,,,014300000C1160,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,S,sols,,,838,5.323666,46.040803
2016-2,2016-01-11,000001,Vente,1677,,,LES BROTTEAUX,B011,01160,01430,Varambon,01,,,014300000C1162,,,,,,,,,,,,,0,,,,,L,landes,,,1842,5.321966,46.039391
2016-2,2016-01-11,000001,Vente,1677,,,LES BROTTEAUX,B011,01160,01430,Varambon,01,,,014300000C1163,,,,,,,,,,,,,0,,,,,L,landes,,,419,5.322819,46.041144
2016-3,2016-01-08,000001,Vente,7915000,6,,AV AMEDEE MERCIER,0225,01000,01053,Bourg-en-Bresse,01,,,01053000BD0293,,,,,,,,,,,,,0,,,,,S,sols,,,228,5.234832,46.204876
2016-3,2016-01-08,000001,Vente,7915000,32,,BD ST NICOLAS,3430,01000,01053,Bourg-en-Bresse,01,,,01053000BD0294,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,3836,0,S,sols,,,1151,5.234834,46.204895
2016-3,2016-01-08,000001,Vente,7915000,6,,AV AMEDEE MERCIER,0225,01000,01053,Bourg-en-Bresse,01,,,01053000BD0300,,,,,,,,,,,,,0,,,,,S,sols,,,2,5.235418,46.205421
2016-3,2016-01-08,000001,Vente,7915000,32,,BD ST NICOLAS,3430,01000,01053,Bourg-en-Bresse,01,,,01053000BD0305,,,,,,,,,,,,,0,,,,,S,sols,,,229,5.234866,46.205173
2016-3,2016-01-08,000001,Vente,7915000,32,,BD ST NICOLAS,3430,01000,01053,Bourg-en-Bresse,01,,,01053000BD0307,,,,,,,,,,,,,0,,,,,S,sols,,,35,5.235003,46.205248
2016-3,2016-01-08,000001,Vente,7915000,32,,BD ST NICOLAS,3430,01000,01053,Bourg-en-Bresse,01,,,01053000BD0308,,,,,,,,,,,,,0,,,,,S,sols,,,23,5.235093,46.205228
2016-3,2016-01-08,000001,Vente,7915000,32,,BD ST NICOLAS,3430,01000,01053,Bourg-en-Bresse,01,,,01053000BD0313,,,,,,,,,,,,,0,,,,,S,sols,,,169,5.235138,46.205298
2016-4,2016-01-08,000001,Vente,90000,,,AU PELUS,B205,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000D0848,,,,,,,,,,,,,0,,,,,T,terres,,,529,5.058103,46.386996
2016-4,2016-01-08,000001,Vente,90000,,,AU PELUS,B205,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000D0849,,,,,,,,,,,,,0,,,,,T,terres,,,1031,5.058086,46.386935
2016-4,2016-01-08,000001,Vente,90000,5156,,PELUS,B203,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000D0922,,,,,,,,,,,,,0,1,Maison,150,6,S,sols,,,1220,5.05902,46.386697
2016-5,2016-01-07,000001,Vente,100,,,PRE MICHEL,B272,01851,01232,Marboz,01,,,01232000WV0190,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2090,5.229807,46.302711
2016-5,2016-01-07,000001,Vente,100,,,PRE MICHEL,B272,01851,01232,Marboz,01,,,01232000WV0191,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,5200,5.230613,46.302604
2016-6,2016-01-04,000001,Vente,203700,5149,,AU BOURG,B014,01190,01050,Boissey,01,,,010500000A1081,,,,,,,,,,,,,0,1,Maison,98,4,S,sols,,,500,4.996678,46.383446
2016-6,2016-01-04,000001,Vente,203700,5149,,AU BOURG,B014,01190,01050,Boissey,01,,,010500000A1081,,,,,,,,,,,,,0,1,Maison,98,4,AG,terrains d'agrément,,,750,4.996678,46.383446
2016-7,2016-01-09,000001,Vente,147000,205,,RUE DE LA VILLE,0031,01340,01024,Attignat,01,,,01024000AB0111,,,,,,,,,,,,,0,1,Maison,70,2,S,sols,,,464,5.161898,46.290693
2016-8,2016-01-12,000001,Vente,95000,,,PETIT MONTATIN,B022,01340,01130,Bresse Vallons,01,01130,Cras-sur-Reyssouze,011300000C0739,,,,,,,,,,,,,0,,,,,J,jardins,,,594,5.156355,46.309909
2016-8,2016-01-12,000001,Vente,95000,,,PETIT MONTATIN,B022,01340,01130,Bresse Vallons,01,01130,Cras-sur-Reyssouze,011300000C1143,,,,,,,,,,,,,0,,,,,P,prés,,,1724,5.156994,46.309985
2016-8,2016-01-12,000001,Vente,95000,580,,RTE DU PETIT MONTATIN,0295,01340,01130,Bresse Vallons,01,01130,Cras-sur-Reyssouze,011300000C1146,,,,,,,,,,,,,0,1,Maison,91,2,S,sols,,,921,5.156324,46.30977
2016-9,2016-01-15,000001,Vente,273150,65,,LOT PRES MICHEL,A014,01340,01163,Foissiat,01,,,01163000WH0880,,,,,,,,,,,,,0,1,Maison,113,4,S,sols,,,1125,5.181398,46.370973
2016-10,2016-01-15,000001,Vente,75000,5083,,LA VILLE,B135,01370,01241,Meillonnas,01,,,012410000F0121,,,,,,,,,,,,,0,1,Maison,120,3,S,sols,,,50,5.351734,46.244752
2016-11,2016-01-07,000002,Vente,40000,,,LE MOLLARD,B076,01340,01236,Marsonnas,01,,,01236000AI0614,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1514,5.076031,46.344867
2016-11,2016-01-07,000002,Vente,40000,,,LE MOLLARD,B076,01340,01236,Marsonnas,01,,,01236000AI0620,,,,,,,,,,,,,0,,,,,S,sols,,,162,5.076001,46.344577
2016-11,2016-01-07,000002,Vente,40000,,,LE MOLLARD,B076,01340,01236,Marsonnas,01,,,01236000AI0634,,,,,,,,,,,,,0,,,,,P,prés,,,452,5.076006,46.344444
2016-12,2016-01-08,000001,Vente,1400,,,LA COCHONNIERE,B125,01340,01163,Foissiat,01,,,01163000WI0113,,,,,,,,,,,,,0,,,,,T,terres,,,3744,5.153363,46.363409
2016-12,2016-01-08,000001,Vente,1400,,,LA COCHONNIERE,B125,01340,01163,Foissiat,01,,,01163000WI0114,,,,,,,,,,,,,0,,,,,L,landes,,,21,5.152575,46.363723
2016-12,2016-01-08,000001,Vente,1400,,,LA COCHONNIERE,B125,01340,01163,Foissiat,01,,,01163000WI0115,,,,,,,,,,,,,0,,,,,L,landes,,,47,5.152658,46.363901
2016-12,2016-01-08,000001,Vente,1400,,,LA COCHONNIERE,B125,01340,01163,Foissiat,01,,,01163000WI0116,,,,,,,,,,,,,0,,,,,T,terres,,,3171,5.153472,46.363626
2016-13,2016-01-11,000001,Vente,238500,5791,,CHEM DE LA FONTAINE,0225,01160,01273,Neuville-sur-Ain,01,,,012730000E1933,,,,,,,,,,,,,0,1,Maison,126,4,S,sols,,,1003,5.36928,46.064101
2016-14,2016-01-04,000001,Vente,45000,,,RUE MAL DE LATTRE DE TASSIGNY,0300,01190,01305,Pont-de-Vaux,01,,,01305000AK0563,,,1,,2,,3,,,,,,3,4,Local industriel. commercial ou assimilé,68,0,,,,,,4.937237,46.431935
2016-15,2016-01-15,000001,Vente,1,,,RUE DES VAREYS,0213,01440,01451,Viriat,01,,,01451000BN0275,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,135,5.205063,46.221024
2016-16,2016-01-09,000001,Vente,29100,,,LES GOUILLETTES,B068,01570,01231,Manziat,01,,,01231000AE0131,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,970,4.917953,46.361841
2016-17,2016-01-05,000001,Vente,9637,,,PRE COCHET,B117,01250,01422,Tossiat,01,,,01422000ZB0055,,,,,,,,,,,,,0,,,,,P,prés,,,8380,5.28566,46.141884
2016-18,2016-01-15,000001,Vente,58000,,,MABERTIN,B057,01290,01123,Cormoranche-sur-Saône,01,,,011230000C1061,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,424,4.837603,46.23893
2016-19,2016-01-08,000001,Vente,2680,,,EN LES PLATIERES,B180,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000B0058,,,,,,,,,,,,,0,,,,,T,terres,,,3222,5.012104,46.441756
2016-19,2016-01-08,000001,Vente,2680,,,L ACQUISE,B001,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000B0134,,,,,,,,,,,,,0,,,,,T,terres,,,10176,5.00874,46.437375
2016-20,2016-01-08,000002,Vente,3817,,,EN TRAVERSANT,B257,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000B0737,,,,,,,,,,,,,0,,,,,T,terres,,,10119,4.997146,46.444172
2016-20,2016-01-08,000002,Vente,3817,,,EN TRAVERSANT,B257,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000B0738,,,,,,,,,,,,,0,,,,,T,terres,,,6124,4.996917,46.443664
2016-21,2016-01-12,000001,Vente,240000,5253,,LE BOURG,B002,01540,01291,Perrex,01,,,012910000A0628,,,,,,,,,,,,,0,1,Maison,126,5,S,sols,,,1912,4.979027,46.245895
2016-22,2016-01-12,000001,Vente,138000,,,TERNANT CENTRE,B277,01570,01159,Feillens,01,,,01159000AK0444,,,,,,,,,,,,,0,,,,,S,sols,,,59,4.894476,46.328162
2016-22,2016-01-12,000001,Vente,138000,745,C,RTE DE TERNANT,0440,01570,01159,Feillens,01,,,01159000AK0447,,,,,,,,,,,,,0,1,Maison,103,4,S,sols,,,148,4.894313,46.328233
2016-23,2016-01-07,000001,Vente,200600,9,,IMP DES ROSEAUX,0188,01310,01301,Polliat,01,,,01301000AE0167,,,,,,,,,,,,,0,1,Maison,94,5,S,sols,,,598,5.131844,46.246581
2016-24,2016-01-19,000001,Vente,6500,,,LA FELIE,B037,01380,01355,Saint-Genis-sur-Menthon,01,,,01355000ZD0071,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,19727,5.014368,46.2809
2016-25,2016-01-13,000001,Vente,100000,23,,GR GRANDE RUE,0055,01340,01266,Montrevel-en-Bresse,01,,,01266000AB0100,,,1,79.12,,,,,,,,,1,2,Appartement,206,0,,,,,,5.128291,46.337173
2016-26,2016-01-15,000001,Vente,12489.75,,,PETIT GRISARD,B046,01340,01130,Bresse Vallons,01,01154,Étrez,01130154ZA0002,01154000ZA0002,,,,,,,,,,,,0,,,,,T,terres,,,4480,5.160139,46.34455
2016-26,2016-01-15,000001,Vente,12489.75,,,CORCELLE BASSE,B135,01340,01163,Foissiat,01,,,01163000WI0219,,,,,,,,,,,,,0,,,,,T,terres,,,12100,5.160142,46.345434
2016-26,2016-01-15,000001,Vente,12489.75,,,LE CHENEVIER,B115,01340,01163,Foissiat,01,,,01163000WI0227,,,,,,,,,,,,,0,,,,,P,prés,,,42511,5.153482,46.346649
2016-27,2016-01-20,000001,Vente,1150,,,LES BUGNES,B060,01340,01163,Foissiat,01,,,01163000WH0428,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,12268,5.208792,46.356445
2016-28,2016-01-15,000001,Vente,3500,,,PRE BRIAUX,B227,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000B0431,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,4434,5.072281,46.38793
2016-28,2016-01-15,000001,Vente,3500,,,PRE BRIAUX,B227,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000B0432,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,10441,5.072725,46.388585
2016-28,2016-01-15,000001,Vente,3500,,,LES RUTETS,B295,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000B0441,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,4460,5.071311,46.387843
2016-28,2016-01-15,000001,Vente,3500,,,GRAND DERONTET,B138,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000B0451,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,400,5.070723,46.387718
2016-29,2016-01-15,000001,Vente,60268,,,DOUCET,B017,01340,01266,Montrevel-en-Bresse,01,,,01266000AA0044,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,931,5.122986,46.33869
2016-29,2016-01-15,000001,Vente,60268,,,DOUCET,B017,01340,01266,Montrevel-en-Bresse,01,,,01266000AA0044,,,,,,,,,,,,,0,,,,,S,sols,,,228,5.122986,46.33869
2016-30,2016-01-15,000001,Vente,120000,23,,BD DE L HIPPODROME,1890,01000,01053,Bourg-en-Bresse,01,,,01053000AV0044,,,205,,233,86.29,252,,,,,,3,2,Appartement,86,5,,,,,,5.23862,46.192298
2016-30,2016-01-15,000001,Vente,120000,23,,BD DE L HIPPODROME,1890,01000,01053,Bourg-en-Bresse,01,,,01053000AV0044,,,222,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.23862,46.192298
2016-31,2016-01-08,000001,Vente,879,,,EN MARVIREY,B171,01380,01025,Bâgé-Dommartin,01,01025,Bâgé-la-Ville,010250000E0807,,,,,,,,,,,,,0,,,,,T,terres,,,2930,4.963095,46.320876
2016-32,2016-01-07,000001,Vente,90000,,,LE COLOMBIER,B113,01160,01374,Saint-Martin-du-Mont,01,,,013740000B2384,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2717,5.329233,46.10973
2016-32,2016-01-07,000001,Vente,90000,960,,RTE DU COLOMBIER,0084,01160,01374,Saint-Martin-du-Mont,01,,,013740000B2386,,,,,,,,,,,,,0,1,Maison,98,3,S,sols,,,249,5.328885,46.109178
2016-33,2016-01-11,000001,Vente,74000,,,LA VARASSE,B319,01560,01364,Saint-Jean-sur-Reyssouze,01,,,013640000A1122,,,,,,,,,,,,,0,,,,,P,prés,,,4153,5.062204,46.409389
2016-34,2016-01-18,000001,Vente,145000,,,LES NIEVRES,B062,01340,01196,Jayat,01,,,011960000D0451,,,,,,,,,,,,,0,,,,,T,terres,,,2983,5.112899,46.393802
2016-34,2016-01-18,000001,Vente,145000,,,LES NIEVRES,B062,01340,01196,Jayat,01,,,011960000D0451,,,,,,,,,,,,,0,,,,,S,sols,,,606,5.112899,46.393802
2016-34,2016-01-18,000001,Vente,145000,130,,CHE DU MOULIN NEUF,0150,01340,01196,Jayat,01,,,011960000D0452,,,,,,,,,,,,,0,1,Maison,94,5,S,sols,,,1040,5.113211,46.393529
2016-35,2016-01-05,000001,Vente,197000,117,,ALL DES VERNETTES,0254,01440,01451,Viriat,01,,,01451000ZA0226,,,,,,,,,,,,,0,,,,,S,sols,,,7287,5.179983,46.249986
2016-36,2016-01-04,000001,Vente,150000,124,B,ALL DES AVIATEURS,0324,01000,01053,Bourg-en-Bresse,01,,,01053000AT0167,,,30,86.69,,,,,,,,,1,1,Maison,89,4,,,,,,5.236803,46.18981
2016-37,2016-01-05,000001,Vente,71000,,,PILLEBOIS,B026,01340,01229,Malafretaz,01,,,012290000B1260,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,699,5.1381,46.324793
2016-38,2016-01-06,000001,Vente,66500,2,,RUE ARISTIDE BRIAND,0285,01000,01053,Bourg-en-Bresse,01,,,01053000AC0248,,,105,,181,43.74,,,,,,,2,2,Appartement,44,2,,,,,,5.224759,46.210275
2016-38,2016-01-06,000001,Vente,66500,2,,RUE ARISTIDE BRIAND,0285,01000,01053,Bourg-en-Bresse,01,,,01053000AC0248,,,168,,178,,,,,,,,2,2,Appartement,64,3,,,,,,5.224759,46.210275
2016-39,2016-01-14,000001,Vente,109500,26,,RUE DE MONTHOLON,2730,01000,01053,Bourg-en-Bresse,01,,,01053000AI0298,,,122,19.53,,,,,,,,,1,2,Appartement,20,1,,,,,,5.209578,46.198844
2016-39,2016-01-14,000001,Vente,109500,26,,RUE DE MONTHOLON,2730,01000,01053,Bourg-en-Bresse,01,,,01053000AI0298,,,216,19.37,,,,,,,,,1,2,Appartement,20,1,,,,,,5.209578,46.198844
2016-39,2016-01-14,000001,Vente,109500,26,,RUE DE MONTHOLON,2730,01000,01053,Bourg-en-Bresse,01,,,01053000AI0298,,,121,19.38,,,,,,,,,1,2,Appartement,20,1,,,,,,5.209578,46.198844
2016-40,2016-01-06,000001,Vente,132660,80,D,AV DE JASSERON,1950,01000,01053,Bourg-en-Bresse,01,,,01053000CD0317,,,,,,,,,,,,,0,1,Maison,70,3,S,sols,,,60,5.256775,46.211383
2016-40,2016-01-06,000001,Vente,132660,80,,AV DE JASSERON,1950,01000,01053,Bourg-en-Bresse,01,,,01053000CD0336,,,,,,,,,,,,,0,,,,,S,sols,,,18,5.257006,46.211394
2016-40,2016-01-06,000001,Vente,132660,80,D,AV DE JASSERON,1950,01000,01053,Bourg-en-Bresse,01,,,01053000CD0338,,,,,,,,,,,,,0,,,,,S,sols,,,31,5.256822,46.21137
2016-41,2016-01-04,000001,Vente,140000,9,,RUE CREVE COEUR,1030,01000,01053,Bourg-en-Bresse,01,,,01053000AC0478,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.223368,46.208953
2016-41,2016-01-04,000001,Vente,140000,9,B,RUE CREVE COEUR,1030,01000,01053,Bourg-en-Bresse,01,,,01053000AC0478,,,82,105.72,,,,,,,,,1,2,Appartement,114,4,,,,,,5.223368,46.208953
2016-42,2016-01-05,000001,Vente,94800,17,,RUE JULIETTE RECAMIER,2150,01000,01053,Bourg-en-Bresse,01,,,01053000BL0341,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.238292,46.213731
2016-42,2016-01-05,000001,Vente,94800,17,,RUE JULIETTE RECAMIER,2150,01000,01053,Bourg-en-Bresse,01,,,01053000BL0341,,,6,79.42,,,,,,,,,1,2,Appartement,79,4,,,,,,5.238292,46.213731
2016-43,2016-01-19,000001,Vente,123500,,,LA VILLE,B320,01160,01273,Neuville-sur-Ain,01,,,01273000AB0064,,,,,,,,,,,,,0,,,,,J,jardins,,,105,5.372338,46.082416
2016-43,2016-01-19,000001,Vente,123500,5293,,LA VILLE,B320,01160,01273,Neuville-sur-Ain,01,,,01273000AB0067,,,,,,,,,,,,,0,1,Maison,65,2,S,sols,,,36,5.372164,46.082623
2016-43,2016-01-19,000001,Vente,123500,,,LA VILLE,B320,01160,01273,Neuville-sur-Ain,01,,,01273000AB0069,,,,,,,,,,,,,0,,,,,S,sols,,,33,5.372104,46.082577
2016-43,2016-01-19,000001,Vente,123500,,,LA VILLE,B320,01160,01273,Neuville-sur-Ain,01,,,01273000AB0070,,,,,,,,,,,,,0,,,,,S,sols,,,31,5.372138,46.082537
2016-44,2016-01-12,000001,Vente,800000,,,LE PUTET NORD,B313,01750,01320,Replonges,01,,,013200000D2774,,,,,,,,,,,,,0,,,,,S,sols,,,192,,
2016-44,2016-01-12,000001,Vente,800000,5292,,LE PUTET NORD,B313,01750,01320,Replonges,01,,,013200000D2926,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,403,0,S,sols,,,3196,,
2016-44,2016-01-12,000001,Vente,800000,5292,,LE PUTET NORD,B313,01750,01320,Replonges,01,,,013200000D2926,,,,,,,,,,,,,0,1,Maison,59,2,S,sols,,,3196,,
2016-45,2016-01-07,000001,Vente,85000,,,LA NEUVE OUEST,B283,01440,01451,Viriat,01,,,01451000BL0340,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,655,5.211599,46.21292
2016-46,2016-01-19,000001,Vente,450,,,CHAMP BARON,B004,01250,01106,Cize,01,,,011060000B0052,,,,,,,,,,,,,0,,,,,L,landes,,,421,5.452166,46.204699
2016-47,2016-01-04,000001,Vente,160100,841,,RTE DE CURFIN,0001,01250,01447,Villereversure,01,,,014470000B0584,,,,,,,,,,,,,0,1,Maison,103,4,P,prés,,,1230,5.406913,46.199913
2016-47,2016-01-04,000001,Vente,160100,841,,RTE DE CURFIN,0001,01250,01447,Villereversure,01,,,014470000B0584,,,,,,,,,,,,,0,1,Maison,103,4,S,sols,,,1018,5.406913,46.199913
2016-47,2016-01-04,000001,Vente,160100,,,LES FOURCHES,B103,01250,01447,Villereversure,01,,,014470000B1041,,,,,,,,,,,,,0,,,,,P,prés,,,371,5.407313,46.200217
2016-48,2016-01-22,000001,Vente,200000,5235,,LA PONCETTE,B093,01250,01072,Ceyzériat,01,,,01072000AH0087,,,,,,,,,,,,,0,1,Maison,137,7,S,sols,,,705,5.330384,46.183836
2016-49,2016-01-07,000002,Vente,700,,,LUISANDRE,B020,01960,01289,Péronnas,01,,,01289000ZB0072,,,,,,,,,,,,,0,,,,,P,prés,,,1448,5.193029,46.179483
2016-50,2016-01-21,000001,Vente,373000,40,,AV DU MAIL,2430,01000,01053,Bourg-en-Bresse,01,,,01053000AH0350,,,,,,,,,,,,,0,2,Appartement,65,3,S,sols,,,217,5.21361,46.202411
2016-50,2016-01-21,000001,Vente,373000,40,,AV DU MAIL,2430,01000,01053,Bourg-en-Bresse,01,,,01053000AH0350,,,,,,,,,,,,,0,2,Appartement,45,1,S,sols,,,217,5.21361,46.202411
2016-50,2016-01-21,000001,Vente,373000,40,,AV DU MAIL,2430,01000,01053,Bourg-en-Bresse,01,,,01053000AH0350,,,,,,,,,,,,,0,2,Appartement,68,3,S,sols,,,217,5.21361,46.202411
2016-50,2016-01-21,000001,Vente,373000,40,,AV DU MAIL,2430,01000,01053,Bourg-en-Bresse,01,,,01053000AH0350,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,30,0,S,sols,,,217,5.21361,46.202411
2016-50,2016-01-21,000001,Vente,373000,40,,AV DU MAIL,2430,01000,01053,Bourg-en-Bresse,01,,,01053000AH0350,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,100,0,S,sols,,,217,5.21361,46.202411
2016-50,2016-01-21,000001,Vente,373000,40,,AV DU MAIL,2430,01000,01053,Bourg-en-Bresse,01,,,01053000AH0350,,,,,,,,,,,,,0,2,Appartement,85,4,S,sols,,,217,5.21361,46.202411
2016-51,2016-01-14,000001,Vente,66500,5452,,VILLAGE,B103,01240,01211,Lent,01,,,012110000A1166,,,,,,,,,,,,,0,1,Maison,56,2,S,sols,,,56,5.19549,46.119477
2016-52,2016-01-22,000001,Vente,3362,,,GRAND COMMUNAL,B041,01340,01196,Jayat,01,,,011960000B0277,,,,,,,,,,,,,0,,,,,P,prés,,,4629,5.133311,46.369109
2016-52,2016-01-22,000001,Vente,3362,,,GRAND COMMUNAL,B041,01340,01196,Jayat,01,,,011960000B0279,,,,,,,,,,,,,0,,,,,P,prés,,,5175,5.136267,46.369398
2016-52,2016-01-22,000001,Vente,3362,,,GRAND COMMUNAL,B041,01340,01196,Jayat,01,,,011960000B0295,,,,,,,,,,,,,0,,,,,P,prés,,,5675,5.135439,46.367285
2016-52,2016-01-22,000001,Vente,3362,,,LA PRAIRIE,B074,01340,01196,Jayat,01,,,01196000ZA0023,,,,,,,,,,,,,0,,,,,P,prés,,,1330,5.136412,46.369702
2016-53,2016-01-22,000001,Vente,1402,,,LA PRAIRIE,B074,01340,01196,Jayat,01,,,01196000ZA0035,,,,,,,,,,,,,0,,,,,P,prés,,,7010,5.1324,46.371191
2016-54,2016-01-22,000001,Vente,3392,,,BOIS DE LA DAME,B006,01340,01196,Jayat,01,,,011960000C0662,,,,,,,,,,,,,0,,,,,T,terres,,,714,5.112546,46.362611
2016-54,2016-01-22,000001,Vente,3392,,,BOIS DE LA DAME,B006,01340,01196,Jayat,01,,,011960000C0664,,,,,,,,,,,,,0,,,,,P,prés,,,970,5.112223,46.362457
2016-54,2016-01-22,000001,Vente,3392,,,BOIS DE LA DAME,B006,01340,01196,Jayat,01,,,011960000C0665,,,,,,,,,,,,,0,,,,,T,terres,,,1600,5.111817,46.362208
2016-54,2016-01-22,000001,Vente,3392,,,BOIS DE LA DAME,B006,01340,01196,Jayat,01,,,011960000C0681,,,,,,,,,,,,,0,,,,,P,prés,,,1511,5.111927,46.362035
2016-54,2016-01-22,000001,Vente,3392,,,BOIS DE LA DAME,B006,01340,01196,Jayat,01,,,011960000C0682,,,,,,,,,,,,,0,,,,,T,terres,,,2308,5.112683,46.362035
2016-54,2016-01-22,000001,Vente,3392,,,BOIS DE LA DAME,B006,01340,01196,Jayat,01,,,011960000C0683,,,,,,,,,,,,,0,,,,,T,terres,,,1060,5.112714,46.361753
2016-54,2016-01-22,000001,Vente,3392,,,BOIS DE LA DAME,B006,01340,01196,Jayat,01,,,011960000C0688,,,,,,,,,,,,,0,,,,,T,terres,,,1930,5.111628,46.360987
2016-54,2016-01-22,000001,Vente,3392,,,LES BROUILLES,B009,01340,01196,Jayat,01,,,011960000C0895,,,,,,,,,,,,,0,,,,,T,terres,,,2565,5.115376,46.36757
2016-54,2016-01-22,000001,Vente,3392,,,LES BROUILLES,B009,01340,01196,Jayat,01,,,011960000C0896,,,,,,,,,,,,,0,,,,,T,terres,,,1800,5.115395,46.36769
2016-54,2016-01-22,000001,Vente,3392,,,TERRES DU BOIS,B092,01340,01196,Jayat,01,,,011960000C0971,,,,,,,,,,,,,0,,,,,P,prés,,,2500,5.111432,46.365446
2016-54,2016-01-22,000001,Vente,3392,,,TERRES DU BOIS,B092,01340,01196,Jayat,01,,,011960000C0972,,,,,,,,,,,,,0,,,,,T,terres,,,420,5.110522,46.365299
2016-55,2016-01-19,000001,Vente,65000,12,,RUE NEUVE,0420,01750,01370,Saint-Laurent-sur-Saône,01,,,013700000A0751,,,8,55.76,,,,,,,,,1,2,Appartement,55,2,,,,,,4.839866,46.304881
2016-56,2016-01-15,000001,Vente,74000,5816,,LA TEPPENNERIE,B063,01190,01305,Pont-de-Vaux,01,,,013050000B0287,,,,,,,,,,,,,0,1,Maison,89,4,S,sols,,,1545,4.949215,46.429308
2016-57,2016-01-11,000001,Vente,205000,,,PETITES BELLES VAVRES SUD,B326,01340,01163,Foissiat,01,,,01163000WE0034,,,,,,,,,,,,,0,,,,,P,prés,,,26204,5.194897,46.37496
2016-57,2016-01-11,000001,Vente,205000,,,LES PLANASES,B335,01340,01163,Foissiat,01,,,01163000WE0123,,,,,,,,,,,,,0,,,,,P,prés,,,9700,5.192451,46.374769
2016-57,2016-01-11,000001,Vente,205000,930,,RTE DES CLERMONTS,0295,01340,01163,Foissiat,01,,,01163000WE0187,,,,,,,,,,,,,0,1,Maison,130,4,S,sols,,,2640,5.195865,46.374436
2016-57,2016-01-11,000001,Vente,205000,,,PETITES BELLES VAVRES SUD,B326,01340,01163,Foissiat,01,,,01163000WE0188,,,,,,,,,,,,,0,,,,,T,terres,,,2339,5.196406,46.374259
2016-58,2016-01-13,000001,Vente,169500,80,,ALL DES CHARMILLES,0099,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AN0118,,,,,,,,,,,,,0,1,Maison,103,5,S,sols,,,768,5.195225,46.196778
